LocalTime,LastPrice,TradeVolume,TradeValue,BidPrice1,BidPrice2,BidPrice3,BidPrice4,BidPrice5,BidPrice6,BidPrice7,BidPrice8,BidPrice9,BidPriceA,AskPrice1,AskPrice2,AskPrice3,AskPrice4,AskPrice5,AskPrice6,AskPrice7,AskPrice8,AskPrice9,AskPriceA,BidVolume1,BidVolume2,BidVolume3,BidVolume4,BidVolume5,BidVolume6,BidVolume7,BidVolume8,BidVolume9,BidVolumeA,AskVolume1,AskVolume2,AskVolume3,AskVolume4,AskVolume5,AskVolume6,AskVolume7,AskVolume8,AskVolume9,AskVolumeA
0.0,1.71,262200,448362.0,1.7,1.69,1.68,1.67,1.66,1.65,1.64,1.63,1.62,1.61,1.71,1.72,1.73,1.74,1.75,1.76,1.77,1.78,1.79,1.8,232300,583600,1588100,807600,611600,302000,51700,38100,135800,44300,31200,341400,1111700,418300,956900,792500,407600,337600,267200,422700
1.0,1.71,272800,466488.0,1.7,1.69,1.68,1.67,1.66,1.65,1.64,1.63,1.62,1.61,1.71,1.72,1.73,1.74,1.75,1.76,1.77,1.78,1.79,1.8,240200,651400,1593100,812600,611600,302000,51700,38100,135800,44300,117600,407300,1111700,460800,971500,792500,407600,337600,267200,442100
2.0,1.7,296200,506482.0,1.7,1.69,1.68,1.67,1.66,1.65,1.64,1.63,1.62,1.61,1.71,1.72,1.73,1.74,1.75,1.76,1.77,1.78,1.79,1.8,276200,692600,1601600,815600,650900,302000,51700,38100,135800,44300,96400,470300,1114300,477300,1007200,847000,416600,337600,267200,458200
3.0,1.71,313700,536407.0,1.7,1.69,1.68,1.67,1.66,1.65,1.64,1.63,1.62,1.61,1.71,1.72,1.73,1.74,1.75,1.76,1.77,1.78,1.79,1.8,283100,702600,1645500,820400,658600,302000,51700,38100,135800,44300,86900,510400,1116300,477800,1017700,847000,422000,342600,267200,458200
4.0,1.71,321800,550258.0,1.7,1.69,1.68,1.67,1.66,1.65,1.64,1.63,1.62,1.61,1.71,1.72,1.73,1.74,1.75,1.76,1.77,1.78,1.79,1.8,288500,816600,1649300,820400,658600,302000,51700,38100,135800,44300,103300,532400,1128100,477800,1020200,851000,492000,342600,267200,458200
5.0,1.71,340300,581893.0,1.7,1.69,1.68,1.67,1.66,1.65,1.64,1.63,1.62,1.61,1.71,1.72,1.73,1.74,1.75,1.76,1.77,1.78,1.79,1.8,542200,826100,1642300,820400,693300,302000,51700,38100,135800,44300,84800,582900,1178900,477800,1020200,851000,495300,362600,269700,458200
6.0,1.71,409700,700567.0,1.7,1.69,1.68,1.67,1.66,1.65,1.64,1.63,1.62,1.61,1.71,1.72,1.73,1.74,1.75,1.76,1.77,1.78,1.79,1.8,726600,822700,1643300,842900,694400,304500,51700,40600,135800,44300,17700,683100,1183900,499800,1038100,861000,504800,367600,271900,476200
7.0,1.71,538500,920057.0,1.71,1.7,1.69,1.68,1.67,1.66,1.65,1.64,1.63,1.62,1.72,1.73,1.74,1.75,1.76,1.77,1.78,1.79,1.8,1.81,2200,668000,847200,1664200,842900,694400,327500,51700,43600,135800,796900,1193100,599800,1038100,988200,507200,378300,284400,481200,113300
8.0,1.71,553700,946041.0,1.71,1.7,1.69,1.68,1.67,1.66,1.65,1.64,1.63,1.62,1.72,1.73,1.74,1.75,1.76,1.77,1.78,1.79,1.8,1.81,900,751700,849200,1667200,847900,699400,327500,51700,43600,135800,811900,1193100,602800,941300,1009100,527200,378300,284400,481200,113800
9.0,1.71,556600,951000.0,1.7,1.69,1.68,1.67,1.66,1.65,1.64,1.63,1.62,1.61,1.71,1.72,1.73,1.74,1.75,1.76,1.77,1.78,1.79,1.8,767000,849200,1711200,847900,699400,327500,51700,43600,135800,44300,27200,864500,1203700,602800,941300,1014100,534200,416000,284400,481700
10.0,1.71,606400,1036348.0,1.71,1.7,1.69,1.68,1.67,1.66,1.65,1.64,1.63,1.62,1.72,1.73,1.74,1.75,1.76,1.77,1.78,1.79,1.8,1.81,142400,789700,859200,1711200,847900,705400,327500,51700,43600,135800,845500,1205700,663000,941300,1014100,534200,416000,284400,481700,113800
11.0,1.71,727100,1242745.0,1.71,1.7,1.69,1.68,1.67,1.66,1.65,1.64,1.63,1.62,1.72,1.73,1.74,1.75,1.76,1.77,1.78,1.79,1.8,1.81,112400,728500,864000,1711800,847900,705400,327500,51700,43600,135800,850600,1205700,663000,941300,1014100,534200,416000,284400,481700,113800
12.0,1.71,804100,1374415.0,1.71,1.7,1.69,1.68,1.67,1.66,1.65,1.64,1.63,1.62,1.72,1.73,1.74,1.75,1.76,1.77,1.78,1.79,1.8,1.81,79300,729400,864000,1711800,847900,705400,327500,51700,43600,135800,851600,1205700,663000,941300,1037600,534200,416000,284400,481700,113800
13.0,1.71,804100,1374415.0,1.71,1.7,1.69,1.68,1.67,1.66,1.65,1.64,1.63,1.62,1.72,1.73,1.74,1.75,1.76,1.77,1.78,1.79,1.8,1.81,79300,730000,864000,1711800,853900,705400,328000,51700,43600,135800,844700,1205700,663000,944300,1037600,534200,416000,284400,481700,113800
14.0,1.71,804600,1375270.0,1.71,1.7,1.69,1.68,1.67,1.66,1.65,1.64,1.63,1.62,1.72,1.73,1.74,1.75,1.76,1.77,1.78,1.79,1.8,1.81,80800,544000,870200,1711800,853900,705400,328000,51700,43600,135800,850000,1139000,663000,944300,1037600,534200,416000,284400,481700,113800
15.0,1.71,882700,1508821.0,1.71,1.7,1.69,1.68,1.67,1.66,1.65,1.64,1.63,1.62,1.72,1.73,1.74,1.75,1.76,1.77,1.78,1.79,1.8,1.81,8800,544000,870200,1711800,853900,705400,328000,51700,43600,135800,850000,1139000,663000,944300,1037600,534200,416000,284400,481700,113800
16.0,1.71,882700,1508821.0,1.71,1.7,1.69,1.68,1.67,1.66,1.65,1.64,1.63,1.62,1.72,1.73,1.74,1.75,1.76,1.77,1.78,1.79,1.8,1.81,8800,544000,868400,1711800,853900,705400,328000,51700,43600,135800,880000,1139000,663000,944300,1037600,534200,416000,284400,481700,113800
17.0,1.71,891500,1523869.0,1.7,1.69,1.68,1.67,1.66,1.65,1.64,1.63,1.62,1.61,1.71,1.72,1.73,1.74,1.75,1.76,1.77,1.78,1.79,1.8,552700,868400,1711800,853900,705400,328000,51700,43600,135800,44300,58300,880000,1139000,663000,944300,1037600,534200,416000,284400,481700
18.0,1.71,891500,1523869.0,1.7,1.69,1.68,1.67,1.66,1.65,1.64,1.63,1.62,1.61,1.71,1.72,1.73,1.74,1.75,1.76,1.77,1.78,1.79,1.8,552700,868400,1711800,853900,705400,328000,51700,43600,135800,44300,59100,880000,1139000,663000,944300,1037600,534200,416000,284400,481700
